"","X","Y","FID","ID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","LATITUDE","LONGITUDE","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","STATE_ID","ALT_NAME","ST_FIPS","OWNER","TTL_STAFF","BEDS","TRAUMA","HELIPAD"
"13",-8680720.2945,4790120.7751,442,2325401,"BERKELEY MEDICAL CENTER","2500 HOSPITAL DRIVE","MARTINSBURG","WV",25401,"NOT AVAILABLE","(304) 264-1000","GENERAL ACUTE CARE","OPEN",241,"BERKELEY","54003","USA",39.476243465,-77.9802371769999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.cityhospital.org","201009","CITY HOSPITAL",54,"NON-PROFIT",-999,195,"LEVEL III","Y"
"14",-8900886.3096,4815850.2576,443,6326506,"WEST VIRGINIA UNIVERSITY HOSPITALS","1 MEDICAL CENTER DRIVE","MORGANTOWN","WV",26506,"NOT AVAILABLE","(304) 598-4000","GENERAL ACUTE CARE","OPEN",645,"MONONGALIA","54061","USA",39.6544225740001,-79.958022141,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2014/02/10 00:00:00","http://www.health.wvu.edu","201048","WEST VIRGINIA UNIVERSITY HOSPITALS",54,"NON-PROFIT",-999,677,"LEVEL I","Y"
"15",-8989320.2278,4858118.8549,444,1026038,"REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","GLEN DALE","WV",26038,"NOT AVAILABLE","(304) 843-3230","GENERAL ACUTE CARE","OPEN",127,"MARSHALL","54051","USA",39.946141927,-80.752437545,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.reynoldsmemorial.com","201036","REYNOLDS MEMORIAL HOSPITAL",54,"NON-PROFIT",-999,90,"LEVEL IV","N"
"16",-9035600.8831,4551046.4674,530,1125801,"BECKLEY ARH HOSPITAL","306 STANAFORD ROAD","BECKLEY","WV",25801,"NOT AVAILABLE","(304) 255-3456","GENERAL ACUTE CARE","OPEN",173,"RALEIGH","54081","USA",37.798832695,-81.168183745,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.arh.org/locations/beckley.aspx","201001","BECKLEY ARH HOSPITAL",54,"NON-PROFIT",-999,173,"LEVEL IV","Y"
"17",-9097793.1655,4629678.3551,1322,2225309,"THOMAS MEMORIAL HOSPITAL","4605 MACCORKLE AVE SW","SOUTH CHARLESTON","WV",25309,"NOT AVAILABLE","(304) 766-3600","GENERAL ACUTE CARE","OPEN",241,"KANAWHA","54039","USA",38.354865105,-81.726866523,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.thomaswv.org","201015","THOMAS MEMORIAL HOSPITAL",54,"NON-PROFIT",-999,241,"LEVEL IV","N"
"18",-8932215.8287,4768808.8678,1323,6026330,"UNITED HOSPITAL CENTER","327 MEDICAL PARK DRIVE","BRIDGEPORT","WV",26330,"NOT AVAILABLE","(681) 342-1000","GENERAL ACUTE CARE","OPEN",292,"HARRISON","54033","USA",39.32831,-80.23946,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.uhcwv.org","201046","UNITED HOSPITAL CENTER, INC.",54,"NON-PROFIT",-999,292,"LEVEL IV","Y"
"19",-9083998.6849,4626110.3444,1328,120,"CAMC MEMORIAL HOSPITAL","3200 MACCORKLE AVE SE","CHARLESTON","WV",25304,"NOT AVAILABLE","(304) 388-4172","GENERAL ACUTE CARE","OPEN",-999,"KANAWHA","54039","USA",38.329726136,-81.602948596,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2015/05/22 00:00:00","http://camc.org/mh","201052","CHARLESTON AREA MEDICAL CENTER",54,"NON-PROFIT",-999,-999,"LEVEL IV","Y"
"20",-9087016.0467,4628044.5175,1333,2125301,"CHARLESTON SURGICAL HOSPITAL","1306 KANAWHA BLVD E","CHARLESTON","WV",25301,"NOT AVAILABLE","(304) 343-4370","GENERAL ACUTE CARE","OPEN",-999,"KANAWHA","54039","USA",38.3433547330001,-81.630054018,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2013/11/14 00:00:00","http://charlestonsurgicalhospital.com/","201062","EYE & EAR CLINIC OF CHARLESTON, THE",54,"PROPRIETARY",-999,35,"NOT AVAILABLE","N"
"21",-8985896.385,4874675.9976,1334,3526003,"OHIO VALLEY MEDICAL CENTER","2000 EOFF STREET","WHEELING","WV",26003,"NOT AVAILABLE","(304) 234-0120","GENERAL ACUTE CARE","OPEN",218,"OHIO","54069","USA",40.0600745780001,-80.721680642,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.ovmc-eorh.com","201028","OHIO VALLEY MEDICAL CENTER",54,"NON-PROFIT",-999,218,"NOT AVAILABLE","N"
"22",-9087905.1177,4630273.2395,2164,7525302,"CAMC WOMEN AND CHILDREN'S HOSPITAL","800 PENNSYLVANIA AVE","CHARLESTON","WV",25302,"NOT AVAILABLE","(304) 388-5432","WOMEN","OPEN",-999,"KANAWHA","54039","USA",38.359055606,-81.638040679,622310,"MATERNITY HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2017/03/27 00:00:00","http://www.camc.org/wch","201052","CHARLESTON AREA MEDICAL CENTER",54,"NON-PROFIT",-999,-999,"LEVEL IV","Y"
"23",-9087370.7883,4629479.1448,2984,4425301,"ST FRANCIS HOSPITAL","333 LAIDLEY ST","CHARLESTON","WV",25301,"NOT AVAILABLE","(304) 347-6500","GENERAL ACUTE CARE","OPEN",142,"KANAWHA","54039","USA",38.353461768,-81.633240716,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.stfrancishospital.com","201039","SAINT FRANCIS HOSPITAL",54,"NON-PROFIT",-999,142,"NOT AVAILABLE","N"
"24",-8809490.2243,4721874.7882,2985,5426847,"GRANT MEMORIAL HOSPITAL","117 HOSPITAL DRIVE, P O BOX 1019","PETERSBURG","WV",26847,"NOT AVAILABLE","(304) 257-1026","CRITICAL ACCESS","OPEN",61,"GRANT","54023","USA",39.001418679,-79.136997138,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2014/02/10 00:00:00","http://www.grantmemorial.com","205021","GRANT MEMORIAL HOSPITAL",54,"GOVERNMENT - LOCAL",-999,45,"NOT AVAILABLE","Y"
"25",-9080221.6886,4624031.7028,2986,725304,"HIGHLAND HOSPITAL","300 56TH ST SE","CHARLESTON","WV",25304,"NOT AVAILABLE","(304) 926-1600","PSYCHIATRIC","OPEN",80,"KANAWHA","54039","USA",38.315076725,-81.5690192609999,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2014/02/10 00:00:00","http://www.highlandhosp.com","203001","HIGHLAND HOSPITAL",54,"NON-PROFIT",-999,104,"NOT AVAILABLE","N"
"26",-9176811.3999,4638870.7656,2988,1225701,"RIVER PARK HOSPITAL","1230 SIXTH AVENUE","HUNTINGTON","WV",25701,"NOT AVAILABLE","(304) 526-9100","PSYCHIATRIC","OPEN",165,"CABELL","54011","USA",38.4195914490001,-82.4366994,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2014/02/10 00:00:00","http://www.riverparkhospital.net","203003","HHC RIVER PARK, INC.",54,"PROPRIETARY",-999,165,"NOT AVAILABLE","N"
"27",-9158549.3759,4534152.5351,2989,5125661,"WILLIAMSON MEMORIAL HOSPITAL","859 ALDERSON STREET","WILLIAMSON","WV",25661,"NOT AVAILABLE","(304) 235-2500","GENERAL ACUTE CARE","OPEN",76,"MINGO","54059","USA",37.678818962,-82.272648847,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.williamsonmemorial.net","201055","WILLIAMSON MEMORIAL HOSPITAL",54,"PROPRIETARY",-999,76,"NOT AVAILABLE","Y"
"28",-8794593.8531,4780500.9433,2990,3826726,"POTOMAC VALLEY HOSPITAL","100 PIN OAK LANE","KEYSER","WV",26726,"NOT AVAILABLE","(304) 597-3500","CRITICAL ACCESS","OPEN",25,"MINERAL","54057","USA",39.40950767,-79.003180759,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.potomacvalleyhospital.com","205015","POTOMAC VALLEY HOSPITAL OF WV, INC.",54,"PROPRIETARY",-999,25,"NOT AVAILABLE","Y"
"29",-9185685.2711,4632804.0468,2996,16925701,"HUNTINGTON V A MEDICAL CENTER","1540 SPRING VALLEY DR","HUNTINGTON","WV",25701,"NOT AVAILABLE","(304) 429-6741","MILITARY","OPEN",-999,"WAYNE","54099","USA",38.376880478,-82.5164147409999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://www.va.gov/directory/guide/allstate.asp","2019/09/26 00:00:00","IMAGERY/OTHER","2015/05/29 00:00:00","http://www.huntington.va.gov/","NOT AVAILABLE","NOT AVAILABLE",54,"GOVERNMENT - FEDERAL",-999,-999,"NOT AVAILABLE","Y"
"30",-9052990.7052,4605263.6238,2997,3425136,"MONTGOMERY GENERAL HOSPITAL","401 SIXTH AVENUE, FAYETTE COUNTY","MONTGOMERY","WV",25136,"NOT AVAILABLE","(304) 442-5151","CRITICAL ACCESS","OPEN",69,"FAYETTE","54019","USA",38.1826730380001,-81.3243991749999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.mghwv.com","25136","MONTGOMERY GENERAL HOSPITAL",54,"NON-PROFIT",-999,69,"NOT AVAILABLE","N"
"31",-8981813.9312,4874536.957,3263,4926003,"WHEELING HOSPITAL","1 MEDICAL PARK","WHEELING","WV",26003,"NOT AVAILABLE","(304) 243-3000","GENERAL ACUTE CARE","OPEN",247,"OHIO","54069","USA",40.0591186070001,-80.685007335,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.wheelinghospital.org","201050","WHEELING HOSPITAL, INC.",54,"NON-PROFIT",-999,223,"LEVEL II","Y"
"32",-9000184.4617,4819712.3838,3270,6426155,"WETZEL COUNTY HOSPITAL","3 EAST BENJAMIN DRIVE","NEW MARTINSVILLE","WV",26155,"NOT AVAILABLE","(304) 455-8000","GENERAL ACUTE CARE","OPEN",58,"WETZEL","54103","USA",39.6811286350001,-80.8500326179999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2019/04/16 00:00:00","http://www.wetzelcountyhospital.com","201049","WETZEL COUNTY HOSPITAL",54,"GOVERNMENT - LOCAL",-999,58,"LEVEL IV","Y"
"33",-8912438.0288,4742211.5837,3274,5226416,"BROADDUS HOSPITAL ASSOCIATION","1 HEALTHCARE DRIVE","PHILIPPI","WV",26416,"NOT AVAILABLE","(304) 457-1760","CRITICAL ACCESS","OPEN",72,"BARBOUR","54001","USA",39.143249,-80.061793,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2019/04/16 00:00:00","http://www.davishealthsystem.org/","205001","BROADDUS HOSPITAL ASSOCIATION, INC.",54,"NON-PROFIT",-999,72,"NOT AVAILABLE","N"
"34",-8964324.5941,4923254.7,3520,152826062,"ACUITY SPECIALTY HOSPITAL OHIO VALLEY WEIRTON","601 COLLIERS WAY, 9TH FLOOR","WEIRTON","WV",26062,"NOT AVAILABLE","(704) 283-7497","LONG TERM CARE","OPEN",20,"BROOKE","54009","USA",40.3932551930001,-80.527897947,622310,"SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2015/03/30 00:00:00","NOT AVAILABLE","WV208003","NOT AVAILABLE",54,"NOT AVAILABLE",-999,20,"NOT AVAILABLE","Y"
"35",-9001326.812,4530189.2714,4500,5925951,"SUMMERS COUNTY ARH HOSPITAL","TERRACE STREET, P O BOX 940","HINTON","WV",25951,"NOT AVAILABLE","(304) 466-1000","CRITICAL ACCESS","OPEN",25,"SUMMERS","54089","USA",37.6506359470001,-80.860294526,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.arh.org/locations/summers_county.aspx","205011","SUMMERS COUNTY ARH HOSPITAL",54,"NON-PROFIT",-999,25,"LEVEL IV","Y"
"36",-8960338.6941,4728497.885,4503,4526452,"STONEWALL JACKSON MEMORIAL HOSPITAL","230 HOSPITAL PLAZA","WESTON","WV",26452,"NOT AVAILABLE","(304) 269-8080","GENERAL ACUTE CARE","OPEN",70,"LEWIS","54041","USA",39.047639944,-80.492091998,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.stonewallhospital.com","201044","STONEWALL JACKSON MEMORIAL HOSPITAL",54,"NON-PROFIT",-999,70,"LEVEL IV","Y"
"37",-8869660.0198,4788492.7888,4504,7626537,"PRESTON MEMORIAL HOSPITAL","150 MEMORIAL DRIVE","KINGWOOD","WV",26537,"NOT AVAILABLE","(304) 329-1400","CRITICAL ACCESS","OPEN",25,"PRESTON","54077","USA",39.464954108,-79.677511607,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2017/03/28 00:00:00","https://www.prestonmemorial.org/","205013","NOT AVAILABLE",54,"NON-PROFIT",-999,25,"LEVEL IV","Y"
"38",-8908365.1744,4771040.4796,4508,2526354,"GRAFTON CITY HOSPITAL","1 HOSPITAL PLAZA","GRAFTON","WV",26354,"NOT AVAILABLE","(304) 265-0400","CRITICAL ACCESS","OPEN",101,"TAYLOR","54091","USA",39.34381511,-80.0252059269999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2013/11/15 00:00:00","http://www.graftonhospital.com","205008","GRAFTON CITY HOSPITAL",54,"GOVERNMENT - LOCAL",-999,25,"NOT AVAILABLE","Y"
"39",-9038385.7658,4546276.3178,4811,16725801,"BECKLEY VA MEDICAL CENTER","200 VETERANS AVE","BECKLEY","WV",25801,"NOT AVAILABLE","(304) 255-2121","MILITARY","OPEN",-999,"RALEIGH","54081","USA",37.764965481,-81.193200772,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://www.va.gov/directory/guide/allstate.asp","2019/09/26 00:00:00","IMAGERY/OTHER","2015/05/29 00:00:00","http://www.beckley.va.gov/","NOT AVAILABLE","NOT AVAILABLE",54,"GOVERNMENT - FEDERAL",-999,-999,"NOT AVAILABLE","Y"
"40",-9043095.3261,4474812.7735,5374,1324701,"BLUEFIELD REGIONAL MEDICAL CENTER","500 CHERRY ST","BLUEFIELD","WV",24701,"NOT AVAILABLE","(304) 327-1100","GENERAL ACUTE CARE","OPEN",92,"MERCER","54055","USA",37.2557323190001,-81.2355074719999,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.bluefield.org","201002","BLUEFIELD REGIONAL MEDICAL CENTER",54,"PROPRIETARY",-999,92,"LEVEL IV","Y"
"41",-8945870.4348,4760382.6492,5375,16826301,"LOUIS A. JOHNSON VA MEDICAL CENTER","1 MED CENTER DR","CLARKSBURG","WV",26301,"NOT AVAILABLE","(304) 623-3461","MILITARY","OPEN",-999,"HARRISON","54033","USA",39.2697341190001,-80.362121413,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://www.va.gov/directory/guide/allstate.asp","2019/09/26 00:00:00","IMAGERY/OTHER","2015/05/29 00:00:00","http://www.clarksburg.va.gov/","NOT AVAILABLE","NOT AVAILABLE",54,"GOVERNMENT - FEDERAL",-999,-999,"NOT AVAILABLE","Y"
"42",-8923968.4689,4790999.3647,5434,2426554,"FAIRMONT GENERAL HOSPITAL","1325 LOCUST AVENUE","FAIRMONT","WV",26554,"NOT AVAILABLE","(304) 367-7100","GENERAL ACUTE CARE","OPEN",207,"MARION","54049","USA",39.4823353300001,-80.165372706,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY","2014/02/10 00:00:00","http://www.fghi.com","201012","FAIRMONT GENERAL HOSPITAL",54,"NON-PROFIT",-999,207,"NOT AVAILABLE","N"
"43",-8982814.8082,4877557.9277,6229,5726003,"PETERSON REHABILITATION HOSPITAL","HOMESTEAD AVENUE","WHEELING","WV",26003,"NOT AVAILABLE","(304) 234-0500","REHABILITATION","OPEN",172,"OHIO","54069","USA",40.0798862240001,-80.693998366,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)","https://ohflac.wvdhhr.org/apps/lookup/facilitysearch","2019/08/10 00:00:00","IMAGERY/OTHER","2013/11/15 00:00:00","http://weat.com/site6/","202029","PETERSON REHABILITATION HOSPITAL & GERIATRIC CENTER",54,"PROPRIETARY",-999,172,"NOT AVAILABLE","N"
